"","group","data","n","Age"
"2206"," normal blood","Fabre et al.",1439,83.74
"2207"," normal blood","Fabre et al.",1439,73.83
"2208"," normal blood","Fabre et al.",1439,76.86
"2209"," normal blood","Fabre et al.",1439,81.35
"2210"," normal blood","Fabre et al.",1439,85.66
"2211"," normal blood","Fabre et al.",1439,67.75
"2212"," normal blood","Fabre et al.",1439,70.73
"2213"," normal blood","Fabre et al.",1439,74.22
"2214"," normal blood","Fabre et al.",1439,76.94
"2215"," normal blood","Fabre et al.",1439,81.16
"2216"," normal blood","Fabre et al.",1439,58.43
"2217"," normal blood","Fabre et al.",1439,61.42
"2218"," normal blood","Fabre et al.",1439,64.9
"2219"," normal blood","Fabre et al.",1439,67.63
"2220"," normal blood","Fabre et al.",1439,71.85
"2221"," normal blood","Fabre et al.",1439,75.93
"2222"," normal blood","Fabre et al.",1439,78.93
"2223"," normal blood","Fabre et al.",1439,83.03
"2224"," normal blood","Fabre et al.",1439,67.82
"2225"," normal blood","Fabre et al.",1439,70.66
"2226"," normal blood","Fabre et al.",1439,74.19
"2227"," normal blood","Fabre et al.",1439,76.88
"2228"," normal blood","Fabre et al.",1439,80.87
"2229"," normal blood","Fabre et al.",1439,85.61
"2230"," normal blood","Fabre et al.",1439,92.11
"2231"," normal blood","Fabre et al.",1439,72.08
"2232"," normal blood","Fabre et al.",1439,75.82
"2233"," normal blood","Fabre et al.",1439,83.15
"2234"," normal blood","Fabre et al.",1439,70.29
"2235"," normal blood","Fabre et al.",1439,76.73
"2236"," normal blood","Fabre et al.",1439,81.35
"2237"," normal blood","Fabre et al.",1439,76.11
"2238"," normal blood","Fabre et al.",1439,81.36
"2239"," normal blood","Fabre et al.",1439,85.46
"2240"," normal blood","Fabre et al.",1439,73.86
"2241"," normal blood","Fabre et al.",1439,77.39
"2242"," normal blood","Fabre et al.",1439,81.29
"2243"," normal blood","Fabre et al.",1439,74.29
"2244"," normal blood","Fabre et al.",1439,77.98
"2245"," normal blood","Fabre et al.",1439,80.94
"2246"," normal blood","Fabre et al.",1439,76.12
"2247"," normal blood","Fabre et al.",1439,79.29
"2248"," normal blood","Fabre et al.",1439,84.42
"2249"," normal blood","Fabre et al.",1439,73.25
"2250"," normal blood","Fabre et al.",1439,77.21
"2251"," normal blood","Fabre et al.",1439,81.19
"2252"," normal blood","Fabre et al.",1439,77.88
"2253"," normal blood","Fabre et al.",1439,83.1
"2254"," normal blood","Fabre et al.",1439,75.54
"2255"," normal blood","Fabre et al.",1439,81.25
"2256"," normal blood","Fabre et al.",1439,84.78
"2257","all AML","COSMIC",995,33
"2258","all AML","COSMIC",995,18
"2259","all AML","COSMIC",995,23
"2260","all AML","COSMIC",995,71
"2261","all AML","COSMIC",995,22
"2262","all AML","COSMIC",995,27
"2263","all AML","COSMIC",995,62
"2264","all AML","COSMIC",995,74
"2265","all AML","COSMIC",995,64
"2266","all AML","COSMIC",995,40
"2267","all AML","COSMIC",995,41
"2268","all AML","COSMIC",995,22
"2269","all AML","COSMIC",995,3
"2270","all AML","COSMIC",995,28
"2271","all AML","COSMIC",995,3
"2272","all AML","COSMIC",995,10
"2273","all AML","COSMIC",995,63
"2274","all AML","COSMIC",995,69
"2275","all AML","COSMIC",995,77
"2276","all AML","COSMIC",995,51
"2277","all AML","COSMIC",995,58
"2278","all AML","COSMIC",995,50
"2279","all AML","COSMIC",995,41
"2280","all AML","COSMIC",995,60
"2281","all AML","COSMIC",995,48
"2282","all AML","COSMIC",995,10
"2283","all AML","COSMIC",995,61
"2284","all AML","COSMIC",995,10
"2285","all AML","COSMIC",995,50
"2286","all AML","COSMIC",995,4
"2287","all AML","COSMIC",995,57.08
"2288","all AML","COSMIC",995,48
"2289","all AML","COSMIC",995,56.63
"2290","all AML","COSMIC",995,53
"2291","all AML","COSMIC",995,62
"2292","all AML","COSMIC",995,4
"2293","all AML","COSMIC",995,33
"2294","all AML","COSMIC",995,23
"2295","all AML","COSMIC",995,63
"2296","all AML","COSMIC",995,46
"2297","all AML","COSMIC",995,76
"2298","all AML","COSMIC",995,20
"2299","all AML","COSMIC",995,41
"2300","all AML","COSMIC",995,47
"2301","all AML","COSMIC",995,35
"2302","all AML","COSMIC",995,53
"2303","all AML","COSMIC",995,37
"2304","all AML","COSMIC",995,33
"2305","all AML","COSMIC",995,42
"2306","all AML","COSMIC",995,8
"2307","all AML","COSMIC",995,53
"2308","all AML","COSMIC",995,21
"2309","all AML","COSMIC",995,45
"2310","all AML","COSMIC",995,27
"2311","all AML","COSMIC",995,57
"2312","all AML","COSMIC",995,55
"2313","all AML","COSMIC",995,15
"2314","all AML","COSMIC",995,51
"2315","all AML","COSMIC",995,30
"2316","all AML","COSMIC",995,60
"2317","all AML","COSMIC",995,30
"2318","all AML","COSMIC",995,60
"2319","all AML","COSMIC",995,58
"2320","all AML","COSMIC",995,55
"2321","all AML","COSMIC",995,54
"2322","all AML","COSMIC",995,61
"2323","all AML","COSMIC",995,76
"2324","all AML","COSMIC",995,16
"2325","all AML","COSMIC",995,38
"2326","all AML","COSMIC",995,62
"2327","all AML","COSMIC",995,63
"2328","all AML","COSMIC",995,21
"2329","all AML","COSMIC",995,51
"2330","all AML","COSMIC",995,66
"2331","all AML","COSMIC",995,42
"2332","all AML","COSMIC",995,60
"2333","all AML","COSMIC",995,53
"2334","all AML","COSMIC",995,48
"2335","all AML","COSMIC",995,11
"2336","all AML","COSMIC",995,65
"2337","all AML","COSMIC",995,60
"2338","all AML","COSMIC",995,44
"2339","all AML","COSMIC",995,65
"2340","all AML","COSMIC",995,15
"2341","all AML","COSMIC",995,41
"2342","all AML","COSMIC",995,23
"2343","all AML","COSMIC",995,11
"2344","all AML","COSMIC",995,47
"2345","all AML","COSMIC",995,31
"2346","all AML","COSMIC",995,54
"2347","all AML","COSMIC",995,13.07
"2348","all AML","COSMIC",995,25
"2349","all AML","COSMIC",995,68
"2350","all AML","COSMIC",995,71
"2351","all AML","COSMIC",995,67
"2352","all AML","COSMIC",995,47
"2353","all AML","COSMIC",995,49
"2354","all AML","COSMIC",995,49
"2355","all AML","COSMIC",995,52
"2356","all AML","COSMIC",995,53
"2357","all AML","COSMIC",995,6.35
"2358","all AML","COSMIC",995,34
"2359","all AML","COSMIC",995,59
"2360","all AML","COSMIC",995,48
"2361","all AML","COSMIC",995,51
"2362","all AML","COSMIC",995,52
"2363","all AML","COSMIC",995,42
"2364","all AML","COSMIC",995,61
"2365","all AML","COSMIC",995,79
"2366","all AML","COSMIC",995,35
"2367","all AML","COSMIC",995,48
"2368","all AML","COSMIC",995,45
"2369","all AML","COSMIC",995,74
"2370","all AML","COSMIC",995,71
"2371","all AML","COSMIC",995,3
"2372","all AML","COSMIC",995,45
"2373","all AML","COSMIC",995,77
"2374","all AML","COSMIC",995,57
"2375","all AML","COSMIC",995,67
"2376","all AML","COSMIC",995,57
"2377","all AML","COSMIC",995,52
"2378","all AML","COSMIC",995,9.62
"2379","all AML","COSMIC",995,0.41
"2380","all AML","COSMIC",995,61
"2381","all AML","COSMIC",995,15.92
"2382","all AML","COSMIC",995,60
"2383","all AML","COSMIC",995,44
"2384","all AML","COSMIC",995,55
"2385","all AML","COSMIC",995,51
"2386","all AML","COSMIC",995,59
"2387","all AML","COSMIC",995,50
"2388","all AML","COSMIC",995,22
"2389","all AML","COSMIC",995,30
"2390","all AML","COSMIC",995,7.42
"2391","all AML","COSMIC",995,33
"2392","all AML","COSMIC",995,56
"2393","all AML","COSMIC",995,38
"2394","all AML","COSMIC",995,63
"2395","all AML","COSMIC",995,50
"2396","all AML","COSMIC",995,40
"2397","all AML","COSMIC",995,42.27
"2398","all AML","COSMIC",995,46
"2399","all AML","COSMIC",995,2
"2400","all AML","COSMIC",995,4.59
"2401","all AML","COSMIC",995,55
"2402","all AML","COSMIC",995,65
"2403","all AML","COSMIC",995,35
"2404","all AML","COSMIC",995,37
"2405","all AML","COSMIC",995,32
"2406","all AML","COSMIC",995,8.77
"2407","all AML","COSMIC",995,66
"2408","all AML","COSMIC",995,60
"2409","all AML","COSMIC",995,22
"2410","all AML","COSMIC",995,49
"2411","all AML","COSMIC",995,73
"2412","all AML","COSMIC",995,6.57
"2413","all AML","COSMIC",995,54
"2414","all AML","COSMIC",995,64
"2415","all AML","COSMIC",995,74
"2416","all AML","COSMIC",995,15
"2417","all AML","COSMIC",995,26
"2418","all AML","COSMIC",995,48
"2419","all AML","COSMIC",995,60
"2420","all AML","COSMIC",995,39
"2421","all AML","COSMIC",995,53
"2422","all AML","COSMIC",995,3
"2423","all AML","COSMIC",995,69
"2424","all AML","COSMIC",995,61
"2425","all AML","COSMIC",995,34
"2426","all AML","COSMIC",995,40
"2427","all AML","COSMIC",995,44
"2428","all AML","COSMIC",995,50
"2429","all AML","COSMIC",995,68
"2430","all AML","COSMIC",995,56
"2431","all AML","COSMIC",995,39
"2432","all AML","COSMIC",995,70
"2433","all AML","COSMIC",995,13.55
"2434","all AML","COSMIC",995,45
"2435","all AML","COSMIC",995,65
"2436","all AML","COSMIC",995,43
"2437","all AML","COSMIC",995,42
"2438","all AML","COSMIC",995,9
"2439","all AML","COSMIC",995,58
"2440","all AML","COSMIC",995,70
"2441","all AML","COSMIC",995,4.57
"2442","all AML","COSMIC",995,34
"2443","all AML","COSMIC",995,21
"2444","all AML","COSMIC",995,16
"2445","all AML","COSMIC",995,1.52
"2446","all AML","COSMIC",995,47
"2447","all AML","COSMIC",995,23
"2448","all AML","COSMIC",995,57
"2449","all AML","COSMIC",995,7.85
"2450","all AML","COSMIC",995,44
"2451","all AML","COSMIC",995,31
"2452","all AML","COSMIC",995,72
"2453","all AML","COSMIC",995,63
"2454","all AML","COSMIC",995,76
"2455","all AML","COSMIC",995,5
"2456","all AML","COSMIC",995,71
"2457","all AML","COSMIC",995,34
"2458","all AML","COSMIC",995,78
"2459","all AML","COSMIC",995,15
"2460","all AML","COSMIC",995,52
"2461","all AML","COSMIC",995,13
"2462","all AML","COSMIC",995,67.48
"2463","all AML","COSMIC",995,76
"2464","all AML","COSMIC",995,49
"2465","all AML","COSMIC",995,15.98
"2466","all AML","COSMIC",995,18
"2467","all AML","COSMIC",995,38
"2468","all AML","COSMIC",995,60
"2469","all AML","COSMIC",995,63
"2470","all AML","COSMIC",995,63
"2471","all AML","COSMIC",995,61
"2472","all AML","COSMIC",995,60
"2473","all AML","COSMIC",995,33
"2474","all AML","COSMIC",995,1.55
"2475","all AML","COSMIC",995,38
"2476","all AML","COSMIC",995,17
"2477","all AML","COSMIC",995,81
"2478","all AML","COSMIC",995,57
"2479","all AML","COSMIC",995,35
"2480","all AML","COSMIC",995,66
"2481","all AML","COSMIC",995,9
"2482","all AML","COSMIC",995,12
"2483","all AML","COSMIC",995,55
"2484","all AML","COSMIC",995,54
"2485","all AML","COSMIC",995,40
"2486","all AML","COSMIC",995,51
"2487","all AML","COSMIC",995,46
"2488","all AML","COSMIC",995,64
"2489","all AML","COSMIC",995,76
"2490","all AML","COSMIC",995,22
"2491","all AML","COSMIC",995,68
"2492","all AML","COSMIC",995,48
"2493","all AML","COSMIC",995,33
"2494","all AML","COSMIC",995,42
"2495","all AML","COSMIC",995,55.57
"2496","all AML","COSMIC",995,66
"2497","all AML","COSMIC",995,50
"2498","all AML","COSMIC",995,7.39
"2499","all AML","COSMIC",995,53
"2500","all AML","COSMIC",995,59
"2501","all AML","COSMIC",995,57
"2502","all AML","COSMIC",995,38
"2503","all AML","COSMIC",995,57
"2504","all AML","COSMIC",995,12
"2505","all AML","COSMIC",995,11
"2506","all AML","COSMIC",995,17
"2507","all AML","COSMIC",995,50
"2508","all AML","COSMIC",995,67
"2509","all AML","COSMIC",995,78
"2510","all AML","COSMIC",995,52
"2511","all AML","COSMIC",995,77
"2512","all AML","COSMIC",995,31
"2513","all AML","COSMIC",995,64
"2514","all AML","COSMIC",995,2
"2515","all AML","COSMIC",995,62
"2516","all AML","COSMIC",995,66
"2517","all AML","COSMIC",995,55
"2518","all AML","COSMIC",995,81
"2519","all AML","COSMIC",995,49
"2520","all AML","COSMIC",995,61
"2521","all AML","COSMIC",995,53
"2522","all AML","COSMIC",995,0
"2523","all AML","COSMIC",995,69
"2524","all AML","COSMIC",995,5.46
"2525","all AML","COSMIC",995,60
"2526","all AML","COSMIC",995,76
"2527","all AML","COSMIC",995,3
"2528","all AML","COSMIC",995,65
"2529","all AML","COSMIC",995,77
"2530","all AML","COSMIC",995,16
"2531","all AML","COSMIC",995,8.49
"2532","all AML","COSMIC",995,24
"2533","all AML","COSMIC",995,67
"2534","all AML","COSMIC",995,60
"2535","all AML","COSMIC",995,11
"2536","all AML","COSMIC",995,60
"2537","all AML","COSMIC",995,39
"2538","all AML","COSMIC",995,43
"2539","all AML","COSMIC",995,6
"2540","all AML","COSMIC",995,40.07
"2541","all AML","COSMIC",995,44.22
"2542","all AML","COSMIC",995,53
"2543","all AML","COSMIC",995,70
"2544","all AML","COSMIC",995,14.02
"2545","all AML","COSMIC",995,15
"2546","all AML","COSMIC",995,14.76
"2547","all AML","COSMIC",995,46
"2548","all AML","COSMIC",995,48
"2549","all AML","COSMIC",995,62
"2550","all AML","COSMIC",995,56
"2551","all AML","COSMIC",995,30
"2552","all AML","COSMIC",995,11
"2553","all AML","COSMIC",995,69
"2554","all AML","COSMIC",995,15
"2555","all AML","COSMIC",995,65
"2556","all AML","COSMIC",995,1
"2557","all AML","COSMIC",995,14
"2558","all AML","COSMIC",995,4
"2559","all AML","COSMIC",995,53
"2560","all AML","COSMIC",995,17
"2561","all AML","COSMIC",995,88
"2562","all AML","COSMIC",995,13
"2563","all AML","COSMIC",995,25
"2564","all AML","COSMIC",995,61
"2565","all AML","COSMIC",995,79
"2566","all AML","COSMIC",995,76
"2567","all AML","COSMIC",995,10.88
"2568","all AML","COSMIC",995,72
"2569","all AML","COSMIC",995,14
"2570","all AML","COSMIC",995,2
"2571","all AML","COSMIC",995,50
"2572","all AML","COSMIC",995,20
"2573","all AML","COSMIC",995,2
"2574","all AML","COSMIC",995,72
"2575","all AML","COSMIC",995,5
"2576","all AML","COSMIC",995,26
"2577","all AML","COSMIC",995,5.25
"2578","all AML","COSMIC",995,36
"2579","all AML","COSMIC",995,10.72
"2580","all AML","COSMIC",995,68
"2581","all AML","COSMIC",995,53
"2582","all AML","COSMIC",995,73
"2583","all AML","COSMIC",995,57
"2584","all AML","COSMIC",995,22
"2585","all AML","COSMIC",995,3.78
"2586","all AML","COSMIC",995,63
"2587","all AML","COSMIC",995,56
"2588","all AML","COSMIC",995,65
"2589","all AML","COSMIC",995,73
"2590","all AML","COSMIC",995,60
"2591","all AML","COSMIC",995,44
"2592","all AML","COSMIC",995,80
"2593","all AML","COSMIC",995,26
"2594","all AML","COSMIC",995,14
"2595","all AML","COSMIC",995,18
"2596","all AML","COSMIC",995,53
"2597","all AML","COSMIC",995,53
"2598","all AML","COSMIC",995,55
"2599","all AML","COSMIC",995,1.67
"2600","all AML","COSMIC",995,16
"2601","all AML","COSMIC",995,1.52
"2602","all AML","COSMIC",995,39
"2603","all AML","COSMIC",995,53
"2604","all AML","COSMIC",995,69
"2605","all AML","COSMIC",995,48
"2606","all AML","COSMIC",995,2
"2607","all AML","COSMIC",995,68
"2608","all AML","COSMIC",995,61
"2609","all AML","COSMIC",995,61
"2610","all AML","COSMIC",995,57
"2611","all AML","COSMIC",995,11
"2612","all AML","COSMIC",995,64
"2613","all AML","COSMIC",995,40
"2614","all AML","COSMIC",995,3
"2615","all AML","COSMIC",995,57
"2616","all AML","COSMIC",995,6.76
"2617","all AML","COSMIC",995,14
"2618","all AML","COSMIC",995,70
"2619","all AML","COSMIC",995,63.06
"2620","all AML","COSMIC",995,31
"2621","all AML","COSMIC",995,10
"2622","all AML","COSMIC",995,72.15
"2623","all AML","COSMIC",995,9
"2624","all AML","COSMIC",995,2
"2625","all AML","COSMIC",995,41
"2626","all AML","COSMIC",995,54
"2627","all AML","COSMIC",995,12
"2628","all AML","COSMIC",995,57
"2629","all AML","COSMIC",995,18
"2630","all AML","COSMIC",995,17
"2631","all AML","COSMIC",995,16
"2632","all AML","COSMIC",995,11
"2633","all AML","COSMIC",995,42
"2634","all AML","COSMIC",995,18
"2635","all AML","COSMIC",995,10
"2636","all AML","COSMIC",995,61
"2637","all AML","COSMIC",995,45
"2638","all AML","COSMIC",995,24
"2639","all AML","COSMIC",995,15.61
"2640","all AML","COSMIC",995,5
"2641","all AML","COSMIC",995,75
"2642","all AML","COSMIC",995,61
"2643","all AML","COSMIC",995,35.2
"2644","all AML","COSMIC",995,51
"2645","all AML","COSMIC",995,43
"2646","all AML","COSMIC",995,61
"2647","all AML","COSMIC",995,60
"2648","all AML","COSMIC",995,75
"2649","all AML","COSMIC",995,65
"2650","all AML","COSMIC",995,64
"2651","all AML","COSMIC",995,4
"2652","all AML","COSMIC",995,7
"2653","all AML","COSMIC",995,56
"2654","all AML","COSMIC",995,3
"2655","all AML","COSMIC",995,65
"2656","all AML","COSMIC",995,33
"2657","all AML","COSMIC",995,65
"2658","all AML","COSMIC",995,2
"2659","all AML","COSMIC",995,38
"2660","all AML","COSMIC",995,4.93
"2661","all AML","COSMIC",995,56
"2662","all AML","COSMIC",995,8
"2663","all AML","COSMIC",995,25.94
"2664","all AML","COSMIC",995,78
"2665","all AML","COSMIC",995,56
"2666","all AML","COSMIC",995,56
"2667","all AML","COSMIC",995,14
"2668","all AML","COSMIC",995,6
"2669","all AML","COSMIC",995,8
"2670","all AML","COSMIC",995,76
"2671","all AML","COSMIC",995,51
"2672","all AML","COSMIC",995,33.42
"2673","all AML","COSMIC",995,61
"2674","all AML","COSMIC",995,17
"2675","all AML","COSMIC",995,10
"2676","all AML","COSMIC",995,19
"2677","all AML","COSMIC",995,61
"2678","all AML","COSMIC",995,6
"2679","all AML","COSMIC",995,6.35
"2680","all AML","COSMIC",995,59.69
"2681","all AML","COSMIC",995,36.23
"2682","all AML","COSMIC",995,61
"2683","all AML","COSMIC",995,66
"2684","all AML","COSMIC",995,59
"2685","all AML","COSMIC",995,23
"2686","all AML","COSMIC",995,25
"2687","all AML","COSMIC",995,54
"2688","all AML","COSMIC",995,17
"2689","all AML","COSMIC",995,19.42
"2690","all AML","COSMIC",995,68
"2691","all AML","COSMIC",995,53
"2692","all AML","COSMIC",995,56
"2693","all AML","COSMIC",995,58
"2694","all AML","COSMIC",995,59
"2695","all AML","COSMIC",995,40
"2696","all AML","COSMIC",995,6.04
"2697","all AML","COSMIC",995,10.21
"2698","all AML","COSMIC",995,9
"2699","all AML","COSMIC",995,66
"2700","all AML","COSMIC",995,68
"2701","all AML","COSMIC",995,10
"2702","all AML","COSMIC",995,65
"2703","all AML","COSMIC",995,58.45
"2704","all AML","COSMIC",995,59
"2705","all AML","COSMIC",995,2
"2706","all AML","COSMIC",995,68
"2707","all AML","COSMIC",995,25
"2708","all AML","COSMIC",995,62
"2709","all AML","COSMIC",995,14
"2710","all AML","COSMIC",995,8.12
"2711","all AML","COSMIC",995,25
"2712","all AML","COSMIC",995,40
"2713","all AML","COSMIC",995,61
